Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
AC-V14-Tumor-SM-9J46C          	1	153741439	153752480	31	0.746860
AC-V14-Tumor-SM-9J46C          	1	153782788	155033310	674	0.000000
AC-V14-Tumor-SM-9J46C          	1	155034847	155167006	96	0.604513
AC-V14-Tumor-SM-9J46C          	1	155167452	155231527	74	0.000000
AC-V14-Tumor-SM-9J46C          	1	155233193	155238586	18	0.866537
AC-V14-Tumor-SM-9J46C          	1	155239509	155288084	45	0.000000
AC-V14-Tumor-SM-9J46C          	1	155288546	155295703	20	1.563974
AC-V14-Tumor-SM-9J46C          	1	155296925	155408861	43	0.000000
AC-V14-Tumor-SM-9J46C          	1	155452242	155583559	30	0.578985
AC-V14-Tumor-SM-9J46C          	1	155584066	156040080	255	0.000000
AC-V14-Tumor-SM-9J46C          	1	156047473	156124510	27	0.676411
AC-V14-Tumor-SM-9J46C          	1	156126367	156206276	41	0.000000
AC-V14-Tumor-SM-9J46C          	1	156212088	156223301	27	0.606351
AC-V14-Tumor-SM-9J46C          	1	156231201	156552226	215	0.000000
AC-V14-Tumor-SM-9J46C          	1	156552962	156568288	33	1.131012
AC-V14-Tumor-SM-9J46C          	1	156593369	156621483	25	0.000000
AC-V14-Tumor-SM-9J46C          	1	156622760	156699009	37	0.657817
AC-V14-Tumor-SM-9J46C          	1	156701909	156708498	21	0.000000
AC-V14-Tumor-SM-9J46C          	1	156713672	156738033	13	1.239048
AC-V14-Tumor-SM-9J46C          	1	156756968	159684277	653	0.000000
AC-V14-Tumor-SM-9J46C          	1	159751159	160099192	151	0.426019
AC-V14-Tumor-SM-9J46C          	1	160100083	160178455	78	0.000000
AC-V14-Tumor-SM-9J46C          	1	160181508	160194341	14	1.682426
AC-V14-Tumor-SM-9J46C          	1	160201199	160917824	255	0.000000
AC-V14-Tumor-SM-9J46C          	1	160919958	161008484	28	0.852466
AC-V14-Tumor-SM-9J46C          	1	161009801	161126809	85	0.000000
AC-V14-Tumor-SM-9J46C          	1	161127109	161135239	25	0.973757
AC-V14-Tumor-SM-9J46C          	1	161136726	161193193	87	0.000000
AC-V14-Tumor-SM-9J46C          	1	161196396	161198887	16	1.053201
AC-V14-Tumor-SM-9J46C          	1	161199562	181745491	2690	0.000000
AC-V14-Tumor-SM-9J46C          	1	181750659	182357874	25	0.876953
AC-V14-Tumor-SM-9J46C          	1	182369622	183091388	212	0.000000
AC-V14-Tumor-SM-9J46C          	1	183094013	183515474	117	0.782886
AC-V14-Tumor-SM-9J46C          	1	183516387	185259937	236	0.000000
AC-V14-Tumor-SM-9J46C          	1	185267422	185704181	23	0.739304
AC-V14-Tumor-SM-9J46C          	1	185815230	197684206	790	0.000000
AC-V14-Tumor-SM-9J46C          	1	197704769	198266372	40	0.855509
AC-V14-Tumor-SM-9J46C          	1	198492696	201196338	371	0.000000
AC-V14-Tumor-SM-9J46C          	1	201253034	201297966	24	1.047279
AC-V14-Tumor-SM-9J46C          	1	201328385	201465433	80	0.000000
AC-V14-Tumor-SM-9J46C          	1	201618555	201763785	23	0.982539
AC-V14-Tumor-SM-9J46C          	1	201772844	204400923	847	0.000000
AC-V14-Tumor-SM-9J46C          	1	204401531	204413292	18	1.376289
AC-V14-Tumor-SM-9J46C          	1	204416708	205039668	161	0.000000
AC-V14-Tumor-SM-9J46C          	1	205041725	205069401	20	0.770550
AC-V14-Tumor-SM-9J46C          	1	205073149	205133085	30	0.000000
AC-V14-Tumor-SM-9J46C          	1	205138962	207086389	456	0.466251
AC-V14-Tumor-SM-9J46C          	1	207087441	208272316	367	0.000000
AC-V14-Tumor-SM-9J46C          	1	208276594	209879288	73	0.875523
AC-V14-Tumor-SM-9J46C          	1	209880167	209950834	25	0.000000
AC-V14-Tumor-SM-9J46C          	1	209952748	210024794	42	0.639028
AC-V14-Tumor-SM-9J46C          	1	210111624	210337633	22	0.000000
AC-V14-Tumor-SM-9J46C          	1	210407279	210578025	11	1.181252
AC-V14-Tumor-SM-9J46C          	1	210638001	231362816	2564	0.000000
AC-V14-Tumor-SM-9J46C          	1	231374936	233431224	206	0.437660
AC-V14-Tumor-SM-9J46C          	1	233464581	244627260	1204	0.000000
AC-V14-Tumor-SM-9J46C          	1	244855179	245704006	55	0.957419
AC-V14-Tumor-SM-9J46C          	1	245704252	247769819	164	0.000000
AC-V14-Tumor-SM-9J46C          	2	669677	31604594	3428	0.000000
AC-V14-Tumor-SM-9J46C          	2	31606020	31751332	19	0.644542
AC-V14-Tumor-SM-9J46C          	2	31754527	65572032	3373	0.000000
AC-V14-Tumor-SM-9J46C          	2	65604817	66798661	25	0.915552
AC-V14-Tumor-SM-9J46C          	2	67624805	69206115	135	0.000000
AC-V14-Tumor-SM-9J46C          	2	69240785	69553367	42	0.543041
AC-V14-Tumor-SM-9J46C          	2	69554209	74682303	1202	0.000000
AC-V14-Tumor-SM-9J46C          	2	74682727	74690141	14	0.418048
AC-V14-Tumor-SM-9J46C          	2	74690515	74710539	31	-0.466251
AC-V14-Tumor-SM-9J46C          	2	74717256	74782797	120	0.379659
AC-V14-Tumor-SM-9J46C          	2	74784243	86694008	678	0.000000
AC-V14-Tumor-SM-9J46C          	2	86697533	86979155	55	0.568161
AC-V14-Tumor-SM-9J46C          	2	86992318	89049597	144	0.000000
AC-V14-Tumor-SM-9J46C          	2	95481750	95713873	21	-0.338201
AC-V14-Tumor-SM-9J46C          	2	95715453	95847856	38	0.000000
AC-V14-Tumor-SM-9J46C          	2	95940579	95954746	24	0.329160
AC-V14-Tumor-SM-9J46C          	2	95975984	96953709	277	0.000000
AC-V14-Tumor-SM-9J46C          	2	96954486	96956555	11	0.972531
AC-V14-Tumor-SM-9J46C          	2	96957242	97019140	49	0.314510
AC-V14-Tumor-SM-9J46C          	2	97020128	107046237	1403	0.000000
AC-V14-Tumor-SM-9J46C          	2	107049474	108627319	62	-0.359032
AC-V14-Tumor-SM-9J46C          	2	108868951	118864481	1058	0.000000
AC-V14-Tumor-SM-9J46C          	2	119591731	120206358	89	0.610028
AC-V14-Tumor-SM-9J46C          	2	120210925	122000047	230	0.000000
AC-V14-Tumor-SM-9J46C          	2	122004548	122286356	90	0.506280
AC-V14-Tumor-SM-9J46C          	2	122288585	135908078	756	0.000000
AC-V14-Tumor-SM-9J46C          	2	135911448	135926353	15	0.880847
AC-V14-Tumor-SM-9J46C          	2	135957733	150438787	769	0.000000
AC-V14-Tumor-SM-9J46C          	2	151326754	151900387	11	1.039110
AC-V14-Tumor-SM-9J46C          	2	152108180	166806236	1675	0.000000
AC-V14-Tumor-SM-9J46C          	2	166848934	166896108	24	-0.372511
AC-V14-Tumor-SM-9J46C          	2	166897981	167284452	91	0.000000
AC-V14-Tumor-SM-9J46C          	2	167289262	168726532	55	-0.324926
AC-V14-Tumor-SM-9J46C          	2	168821238	179517428	1875	0.000000
AC-V14-Tumor-SM-9J46C          	2	179519555	179526755	22	-0.403962
AC-V14-Tumor-SM-9J46C          	2	179527343	179654226	271	0.000000
AC-V14-Tumor-SM-9J46C          	2	179654844	179721126	28	-0.368426
AC-V14-Tumor-SM-9J46C          	2	179732934	191835445	1052	0.000000
AC-V14-Tumor-SM-9J46C          	2	191839661	191895808	47	0.526703
AC-V14-Tumor-SM-9J46C          	2	191897877	192229004	43	0.000000
AC-V14-Tumor-SM-9J46C          	2	192234356	192273906	22	0.978046
AC-V14-Tumor-SM-9J46C          	2	192278908	206610616	1705	0.000000
AC-V14-Tumor-SM-9J46C          	2	206614567	206641252	16	1.175125
AC-V14-Tumor-SM-9J46C          	2	206657011	207827340	194	0.000000
AC-V14-Tumor-SM-9J46C          	2	207833073	208435047	25	0.631676
AC-V14-Tumor-SM-9J46C          	2	208440180	208994518	73	0.000000
AC-V14-Tumor-SM-9J46C          	2	209007639	233321785	3491	-0.618791
AC-V14-Tumor-SM-9J46C          	2	233322034	233399054	93	-0.964158
AC-V14-Tumor-SM-9J46C          	2	233401375	242447873	1740	-0.618791
AC-V14-Tumor-SM-9J46C          	3	2861267	9960295	699	0.000000
AC-V14-Tumor-SM-9J46C          	3	9962288	9971835	17	-0.328020
AC-V14-Tumor-SM-9J46C          	3	9972629	10140636	136	0.000000
AC-V14-Tumor-SM-9J46C          	3	10142948	10312701	15	-0.519351
AC-V14-Tumor-SM-9J46C          	3	10318174	47889448	4875	0.000000
AC-V14-Tumor-SM-9J46C          	3	47889878	47953911	39	0.684775
AC-V14-Tumor-SM-9J46C          	3	47956431	48311740	70	0.000000
AC-V14-Tumor-SM-9J46C          	3	48327803	48423577	47	-0.474421
AC-V14-Tumor-SM-9J46C          	3	48447207	48476540	68	0.355932
AC-V14-Tumor-SM-9J46C          	3	48481722	48495820	17	-0.630450
AC-V14-Tumor-SM-9J46C          	3	48500855	48510587	18	0.558154
AC-V14-Tumor-SM-9J46C          	3	48510974	48597038	40	0.000000
AC-V14-Tumor-SM-9J46C          	3	48600559	48607350	35	0.438681
AC-V14-Tumor-SM-9J46C          	3	48607613	48628251	161	0.000000
AC-V14-Tumor-SM-9J46C          	3	48629027	48637586	25	0.347953
AC-V14-Tumor-SM-9J46C          	3	48638002	48642215	11	0.000000
AC-V14-Tumor-SM-9J46C          	3	48646737	48666149	19	-0.486822
AC-V14-Tumor-SM-9J46C          	3	48667146	48793879	142	0.000000
AC-V14-Tumor-SM-9J46C          	3	48802513	49017931	57	-0.360257
AC-V14-Tumor-SM-9J46C          	3	49020414	49044966	19	0.527824
AC-V14-Tumor-SM-9J46C          	3	49048957	49155555	171	0.000000
AC-V14-Tumor-SM-9J46C          	3	49156580	49161066	17	0.634331
AC-V14-Tumor-SM-9J46C          	3	49161535	49168587	31	0.000000
AC-V14-Tumor-SM-9J46C          	3	49168877	49210580	11	0.871235
AC-V14-Tumor-SM-9J46C          	3	49211838	52028144	1365	0.000000
AC-V14-Tumor-SM-9J46C          	3	52028873	52325940	115	0.312264
AC-V14-Tumor-SM-9J46C          	3	52329272	52433795	143	0.000000
AC-V14-Tumor-SM-9J46C          	3	52434462	52474116	63	0.415195
AC-V14-Tumor-SM-9J46C          	3	52475427	56779492	1067	0.000000
AC-V14-Tumor-SM-9J46C          	3	56785162	57291458	94	0.404779
AC-V14-Tumor-SM-9J46C          	3	57294049	57627476	161	0.000000
AC-V14-Tumor-SM-9J46C          	3	57632167	58196635	154	0.382722
AC-V14-Tumor-SM-9J46C          	3	58253074	101540800	2004	0.000000
AC-V14-Tumor-SM-9J46C          	3	101571070	101578217	20	0.806290
AC-V14-Tumor-SM-9J46C          	3	102154000	108572726	323	0.000000
AC-V14-Tumor-SM-9J46C          	3	109027142	110612209	37	-0.586541
AC-V14-Tumor-SM-9J46C          	3	110789176	123213817	1677	0.000000
AC-V14-Tumor-SM-9J46C          	3	123221528	133914026	2108	1.194527
AC-V14-Tumor-SM-9J46C          	3	133921718	134201748	23	2.635148
AC-V14-Tumor-SM-9J46C          	3	134214208	143708685	996	1.194527
AC-V14-Tumor-SM-9J46C          	3	145782562	145881405	39	2.864199
AC-V14-Tumor-SM-9J46C          	3	145913071	146173248	22	2.076177
AC-V14-Tumor-SM-9J46C          	3	146177870	146311927	14	3.496171
AC-V14-Tumor-SM-9J46C          	3	146318250	149051171	209	2.076177
AC-V14-Tumor-SM-9J46C          	3	149089656	150264617	84	3.085878
AC-V14-Tumor-SM-9J46C          	3	150270212	167402179	1093	2.076177
AC-V14-Tumor-SM-9J46C          	3	167405106	169514689	130	2.646176
AC-V14-Tumor-SM-9J46C          	3	169525280	170612214	163	2.076177
AC-V14-Tumor-SM-9J46C          	3	170715894	172634273	200	2.759726
AC-V14-Tumor-SM-9J46C          	3	172642109	178928128	49	2.076177
AC-V14-Tumor-SM-9J46C          	3	178928355	178947232	19	2.783212
AC-V14-Tumor-SM-9J46C          	3	178947911	182949000	443	2.076177
AC-V14-Tumor-SM-9J46C          	3	182988725	183960745	115	2.917390
AC-V14-Tumor-SM-9J46C          	3	183961418	184037591	86	2.076177
AC-V14-Tumor-SM-9J46C          	3	184038512	184040744	12	4.013479
AC-V14-Tumor-SM-9J46C          	3	184041031	184062760	46	2.429082
AC-V14-Tumor-SM-9J46C          	3	184063419	184071585	17	3.457368
AC-V14-Tumor-SM-9J46C          	3	184072104	184289172	86	2.076177
AC-V14-Tumor-SM-9J46C          	3	184290966	184573606	51	3.159533
AC-V14-Tumor-SM-9J46C          	3	184580855	186460122	366	2.076177
AC-V14-Tumor-SM-9J46C          	3	186461576	188478072	114	2.539569
AC-V14-Tumor-SM-9J46C          	3	188590553	189456565	17	3.565277
AC-V14-Tumor-SM-9J46C          	3	189526317	189587197	15	5.577939
AC-V14-Tumor-SM-9J46C          	3	189590788	190106234	39	3.226464
AC-V14-Tumor-SM-9J46C          	3	190120230	195133645	454	2.539569
AC-V14-Tumor-SM-9J46C          	3	195754131	196296173	162	2.076177
AC-V14-Tumor-SM-9J46C          	3	196987130	197273316	18	3.298117
AC-V14-Tumor-SM-9J46C          	3	197418019	197896723	42	2.076177
AC-V14-Tumor-SM-9J46C          	4	1066661	2900345	492	0.000000
AC-V14-Tumor-SM-9J46C          	4	2901300	2930252	19	1.071582
AC-V14-Tumor-SM-9J46C          	4	2932879	17585267	1491	0.000000
AC-V14-Tumor-SM-9J46C          	4	17586761	17805766	54	-0.404575
AC-V14-Tumor-SM-9J46C          	4	17814049	74308147	3375	0.000000
AC-V14-Tumor-SM-9J46C          	4	74309163	74853822	90	0.348004
AC-V14-Tumor-SM-9J46C          	4	74863814	75023998	17	1.389564
AC-V14-Tumor-SM-9J46C          	4	75065665	76440744	62	0.348004
AC-V14-Tumor-SM-9J46C          	4	76442191	76730204	83	0.000000
AC-V14-Tumor-SM-9J46C          	4	76731692	76911996	105	-0.344736
AC-V14-Tumor-SM-9J46C          	4	76924854	82377944	645	0.000000
AC-V14-Tumor-SM-9J46C          	4	82378777	83352068	34	0.995201
AC-V14-Tumor-SM-9J46C          	4	83372400	87731137	590	0.000000
AC-V14-Tumor-SM-9J46C          	4	87732261	88056855	55	0.516083
AC-V14-Tumor-SM-9J46C          	4	88084796	187630981	6569	0.000000
AC-V14-Tumor-SM-9J46C          	5	914578	1334500	23	1.147203
AC-V14-Tumor-SM-9J46C          	5	1335291	32098742	1159	0.000000
AC-V14-Tumor-SM-9J46C          	5	32101069	33467815	145	0.613704
AC-V14-Tumor-SM-9J46C          	5	33527473	37396674	701	0.000000
AC-V14-Tumor-SM-9J46C          	5	37438085	40843813	321	0.902481
AC-V14-Tumor-SM-9J46C          	5	40854550	41155208	123	0.371490
AC-V14-Tumor-SM-9J46C          	5	41158889	43122281	124	0.901460
AC-V14-Tumor-SM-9J46C          	5	43123420	67589029	1589	0.000000
AC-V14-Tumor-SM-9J46C          	5	67589313	67593431	13	1.052793
AC-V14-Tumor-SM-9J46C          	5	68396758	90368421	2097	0.000000
AC-V14-Tumor-SM-9J46C          	5	90398157	90678911	21	1.066476
AC-V14-Tumor-SM-9J46C          	5	92921194	131714175	2505	0.000000
AC-V14-Tumor-SM-9J46C          	5	131719995	131796548	15	0.873073
AC-V14-Tumor-SM-9J46C          	5	131811624	133948448	479	0.000000
AC-V14-Tumor-SM-9J46C          	5	133956744	134118757	77	-0.395589
AC-V14-Tumor-SM-9J46C          	5	134121278	134344673	60	0.000000
AC-V14-Tumor-SM-9J46C          	5	134345182	134690994	23	0.663739
AC-V14-Tumor-SM-9J46C          	5	134696299	135388808	75	0.000000
AC-V14-Tumor-SM-9J46C          	5	135389769	135416297	16	0.890840
AC-V14-Tumor-SM-9J46C          	5	135489852	139714335	791	0.000000
AC-V14-Tumor-SM-9J46C          	5	139715614	139745163	27	0.759318
AC-V14-Tumor-SM-9J46C          	5	139745607	148392299	1237	0.000000
AC-V14-Tumor-SM-9J46C          	5	148408226	148590384	39	0.681099
AC-V14-Tumor-SM-9J46C          	5	148596611	148891435	105	0.000000
AC-V14-Tumor-SM-9J46C          	5	148892772	148930527	15	1.155519
AC-V14-Tumor-SM-9J46C          	5	148977520	154172358	912	0.000000
AC-V14-Tumor-SM-9J46C          	5	154173285	154214496	38	0.485626
AC-V14-Tumor-SM-9J46C          	5	154217740	156347516	103	0.000000
AC-V14-Tumor-SM-9J46C          	5	156349229	156668732	68	-0.316144
AC-V14-Tumor-SM-9J46C          	5	156670806	176719161	1608	0.000000
AC-V14-Tumor-SM-9J46C          	5	176722462	176731080	14	0.947207
AC-V14-Tumor-SM-9J46C          	5	176731595	176759270	20	0.000000
AC-V14-Tumor-SM-9J46C          	5	176764253	176799078	34	0.566936
AC-V14-Tumor-SM-9J46C          	5	176812853	177573282	274	0.000000
AC-V14-Tumor-SM-9J46C          	5	177574638	177649937	34	0.493618
AC-V14-Tumor-SM-9J46C          	5	177651732	178311294	54	0.000000
AC-V14-Tumor-SM-9J46C          	5	178373488	179036522	123	-0.410906
AC-V14-Tumor-SM-9J46C          	5	179041960	179048038	16	1.753089
AC-V14-Tumor-SM-9J46C          	5	179048400	180795228	359	0.000000
AC-V14-Tumor-SM-9J46C          	6	1101507	10393794	628	0.000000
AC-V14-Tumor-SM-9J46C          	6	10398940	10430489	19	0.960074
AC-V14-Tumor-SM-9J46C          	6	10749477	25450223	1028	0.000000
AC-V14-Tumor-SM-9J46C          	6	25762189	25967163	83	-0.429695
AC-V14-Tumor-SM-9J46C          	6	25972329	29524129	385	0.000000
AC-V14-Tumor-SM-9J46C          	6	29571495	29599378	38	0.386603
AC-V14-Tumor-SM-9J46C          	6	29625076	29691706	33	0.000000
AC-V14-Tumor-SM-9J46C          	6	29691859	29760483	17	0.880222
AC-V14-Tumor-SM-9J46C          	6	30025305	30712297	368	0.000000
AC-V14-Tumor-SM-9J46C          	6	30853588	31106558	135	0.436026
AC-V14-Tumor-SM-9J46C          	6	31107711	31118901	20	-0.543654
AC-V14-Tumor-SM-9J46C          	6	31122578	32920238	50	0.000000
AC-V14-Tumor-SM-9J46C          	6	32940006	32944715	16	0.721332
AC-V14-Tumor-SM-9J46C          	6	32945039	33166316	173	0.000000
AC-V14-Tumor-SM-9J46C          	6	33167794	33173116	22	0.598795
AC-V14-Tumor-SM-9J46C          	6	33173318	33255497	71	0.000000
AC-V14-Tumor-SM-9J46C          	6	33255805	33264657	44	0.550393
AC-V14-Tumor-SM-9J46C          	6	33269550	35028032	416	0.000000
AC-V14-Tumor-SM-9J46C          	6	35047447	35088425	24	0.684571
AC-V14-Tumor-SM-9J46C          	6	35090116	42096516	1455	0.000000
AC-V14-Tumor-SM-9J46C          	6	42110182	42147143	14	0.890228
AC-V14-Tumor-SM-9J46C          	6	42152481	42936238	225	0.000000
AC-V14-Tumor-SM-9J46C          	6	42936725	42988473	62	0.325130
AC-V14-Tumor-SM-9J46C          	6	42992872	43011370	25	-0.707313
AC-V14-Tumor-SM-9J46C          	6	43013142	43643356	520	0.000000
AC-V14-Tumor-SM-9J46C          	6	43646364	43970865	29	0.634126
AC-V14-Tumor-SM-9J46C          	6	44081948	44200167	110	0.000000
AC-V14-Tumor-SM-9J46C          	6	44200745	44224617	29	0.384560
AC-V14-Tumor-SM-9J46C          	6	44227023	50740579	549	0.000000
AC-V14-Tumor-SM-9J46C          	6	50786687	51514020	25	0.341877
AC-V14-Tumor-SM-9J46C          	6	51524769	52368070	192	0.000000
AC-V14-Tumor-SM-9J46C          	6	52369554	52550849	19	0.556724
AC-V14-Tumor-SM-9J46C          	6	52696644	56500514	528	0.000000
AC-V14-Tumor-SM-9J46C          	6	56501452	56819404	28	0.588175
AC-V14-Tumor-SM-9J46C          	6	56846730	105816901	3024	0.000000
AC-V14-Tumor-SM-9J46C          	6	105821455	106634553	28	0.825283
AC-V14-Tumor-SM-9J46C          	6	106649966	125234005	1771	0.000000
AC-V14-Tumor-SM-9J46C          	6	125269244	126278326	84	0.571177
AC-V14-Tumor-SM-9J46C          	6	126288152	134491575	869	0.000000
AC-V14-Tumor-SM-9J46C          	6	134492055	134495947	21	1.589707
AC-V14-Tumor-SM-9J46C          	6	134498960	170892837	3662	0.000000
AC-V14-Tumor-SM-9J46C          	7	716864	5692143	809	0.000000
AC-V14-Tumor-SM-9J46C          	7	6038908	6151005	67	-0.360351
AC-V14-Tumor-SM-9J46C          	7	6155154	26778499	1532	0.000000
AC-V14-Tumor-SM-9J46C          	7	26779585	27284925	53	1.073216
AC-V14-Tumor-SM-9J46C          	7	27286046	43992296	1453	0.000000
AC-V14-Tumor-SM-9J46C          	7	44001689	44092550	49	-0.540182
AC-V14-Tumor-SM-9J46C          	7	44096504	55759193	1206	0.000000
AC-V14-Tumor-SM-9J46C          	7	55766783	56022873	22	-0.596140
AC-V14-Tumor-SM-9J46C          	7	56119680	56130780	28	0.320841
AC-V14-Tumor-SM-9J46C          	7	56132073	70228329	236	-0.368631
AC-V14-Tumor-SM-9J46C          	7	70229993	70255984	23	0.760952
AC-V14-Tumor-SM-9J46C          	7	70598028	72850115	71	-0.342694
AC-V14-Tumor-SM-9J46C          	7	72856885	72865326	11	0.472582
AC-V14-Tumor-SM-9J46C          	7	72874050	73105344	106	-0.379046
AC-V14-Tumor-SM-9J46C          	7	73107746	73119556	23	0.548351
AC-V14-Tumor-SM-9J46C          	7	73123020	76924185	953	0.000000
AC-V14-Tumor-SM-9J46C          	7	76940768	76950722	12	1.309507
AC-V14-Tumor-SM-9J46C          	7	76984749	98649066	1961	0.000000
AC-V14-Tumor-SM-9J46C          	7	98652490	99220265	231	-0.478709
AC-V14-Tumor-SM-9J46C          	7	99221805	99367860	78	0.456244
AC-V14-Tumor-SM-9J46C          	7	99370314	99687410	93	0.000000
AC-V14-Tumor-SM-9J46C          	7	99688112	99691266	19	0.481005
AC-V14-Tumor-SM-9J46C          	7	99691470	99697718	24	0.000000
AC-V14-Tumor-SM-9J46C          	7	99699397	99705748	25	-0.457925
AC-V14-Tumor-SM-9J46C          	7	99706165	99712003	21	-0.974825
AC-V14-Tumor-SM-9J46C          	7	99717487	99751589	19	-0.457925
AC-V14-Tumor-SM-9J46C          	7	99752789	99755387	20	0.389053
AC-V14-Tumor-SM-9J46C          	7	99758584	99818876	83	0.000000
AC-V14-Tumor-SM-9J46C          	7	99821323	99955991	31	-0.630859
AC-V14-Tumor-SM-9J46C          	7	99956704	100187700	166	0.000000
AC-V14-Tumor-SM-9J46C          	7	100187982	100274424	103	-0.353518
AC-V14-Tumor-SM-9J46C          	7	100275040	100279860	14	0.508499
AC-V14-Tumor-SM-9J46C          	7	100280107	100320758	37	0.000000
AC-V14-Tumor-SM-9J46C          	7	100355824	100416268	78	-0.825896
AC-V14-Tumor-SM-9J46C          	7	100417513	100479428	56	-0.342081
AC-V14-Tumor-SM-9J46C          	7	100479864	100487958	31	0.598182
AC-V14-Tumor-SM-9J46C          	7	100490441	102957463	470	0.000000
AC-V14-Tumor-SM-9J46C          	7	102960127	103252252	176	-0.323905
AC-V14-Tumor-SM-9J46C          	7	103270625	115892668	879	0.000000
AC-V14-Tumor-SM-9J46C          	7	116140505	116435847	41	0.777903
AC-V14-Tumor-SM-9J46C          	7	116436180	129909645	1434	0.000000
AC-V14-Tumor-SM-9J46C          	7	129910630	129940756	16	1.160829
AC-V14-Tumor-SM-9J46C          	7	129944421	133994233	386	0.000000
AC-V14-Tumor-SM-9J46C          	7	134001505	134620518	37	0.686817
AC-V14-Tumor-SM-9J46C          	7	134632522	143097148	1301	0.000000
AC-V14-Tumor-SM-9J46C          	7	143098700	148456448	109	-0.333299
AC-V14-Tumor-SM-9J46C          	7	148457590	148516781	49	0.397018
AC-V14-Tumor-SM-9J46C          	7	148523726	149172574	103	0.000000
AC-V14-Tumor-SM-9J46C          	7	149174140	149431136	40	0.311038
AC-V14-Tumor-SM-9J46C          	7	149461767	149530012	193	-0.393342
AC-V14-Tumor-SM-9J46C          	7	150020558	158282479	1031	0.000000
AC-V14-Tumor-SM-9J46C          	8	29093	1893823	81	0.000000
AC-V14-Tumor-SM-9J46C          	8	1951232	6266893	150	-0.366793
AC-V14-Tumor-SM-9J46C          	8	6289109	6614911	40	0.000000
AC-V14-Tumor-SM-9J46C          	8	6690422	6783559	11	-0.380680
AC-V14-Tumor-SM-9J46C          	8	8559908	17159791	419	0.000000
AC-V14-Tumor-SM-9J46C          	8	17162030	17419621	44	-0.321454
AC-V14-Tumor-SM-9J46C          	8	17422657	110396356	8020	0.000000
AC-V14-Tumor-SM-9J46C          	8	110408366	110530737	109	-0.350659
AC-V14-Tumor-SM-9J46C          	8	110534566	110657576	25	0.000000
AC-V14-Tumor-SM-9J46C          	8	110980830	114612667	143	-0.317574
AC-V14-Tumor-SM-9J46C          	8	116427314	126379129	932	0.000000
AC-V14-Tumor-SM-9J46C          	8	126445853	129021202	13	0.756663
AC-V14-Tumor-SM-9J46C          	8	130761773	134128962	432	0.000000
AC-V14-Tumor-SM-9J46C          	8	134144192	134488269	49	0.644950
AC-V14-Tumor-SM-9J46C          	8	135490964	144895898	740	0.000000
AC-V14-Tumor-SM-9J46C          	8	144896068	144922401	50	0.376391
AC-V14-Tumor-SM-9J46C          	8	144947421	145004706	25	-0.370264
AC-V14-Tumor-SM-9J46C          	8	145005829	145009099	16	0.000000
AC-V14-Tumor-SM-9J46C          	8	145009287	145012862	15	0.748290
AC-V14-Tumor-SM-9J46C          	8	145013631	145235426	184	0.000000
AC-V14-Tumor-SM-9J46C          	9	14940	8319968	481	0.000000
AC-V14-Tumor-SM-9J46C          	9	8339049	8633460	66	-0.364138
AC-V14-Tumor-SM-9J46C          	9	8636846	21967438	828	0.000000
AC-V14-Tumor-SM-9J46C          	9	21968243	22447733	15	1.099969
AC-V14-Tumor-SM-9J46C          	9	22451912	84531192	3047	0.000000
AC-V14-Tumor-SM-9J46C          	9	84543614	84562922	14	2.478709
AC-V14-Tumor-SM-9J46C          	9	84603919	85958204	66	0.301644
AC-V14-Tumor-SM-9J46C          	9	85964674	86571417	112	0.000000
AC-V14-Tumor-SM-9J46C          	9	86584297	86593169	29	1.068518
AC-V14-Tumor-SM-9J46C          	9	86617781	87636354	69	0.323905
AC-V14-Tumor-SM-9J46C          	9	88162203	88307730	47	0.000000
AC-V14-Tumor-SM-9J46C          	9	88573503	88636877	38	0.465026
AC-V14-Tumor-SM-9J46C          	9	88648312	88955022	70	0.000000
AC-V14-Tumor-SM-9J46C          	9	88955970	90265072	46	0.459716
AC-V14-Tumor-SM-9J46C          	9	90266641	95078431	383	0.000000
AC-V14-Tumor-SM-9J46C          	9	95362790	95572152	41	0.616563
AC-V14-Tumor-SM-9J46C          	9	95575992	97730085	350	0.000000
AC-V14-Tumor-SM-9J46C          	9	97767900	97873921	21	1.223731
AC-V14-Tumor-SM-9J46C          	9	97876994	124543832	3287	0.000000
AC-V14-Tumor-SM-9J46C          	9	124544779	124752051	15	0.990299
AC-V14-Tumor-SM-9J46C          	9	124794137	125048389	68	0.000000
AC-V14-Tumor-SM-9J46C          	9	125054121	125154825	26	0.727458
AC-V14-Tumor-SM-9J46C          	9	125240207	125377963	11	0.000000
AC-V14-Tumor-SM-9J46C          	9	125391816	125563354	17	-0.354947
AC-V14-Tumor-SM-9J46C          	9	125582917	127916023	487	0.480752
AC-V14-Tumor-SM-9J46C          	9	127920663	127996261	24	-0.454202
AC-V14-Tumor-SM-9J46C          	9	127999435	128003188	13	0.739916
AC-V14-Tumor-SM-9J46C          	9	128061387	128123006	47	0.000000
AC-V14-Tumor-SM-9J46C          	9	128201293	130145826	177	0.949045
AC-V14-Tumor-SM-9J46C          	9	130151400	131105574	622	0.412131
AC-V14-Tumor-SM-9J46C          	9	131107830	131301995	129	0.000000
AC-V14-Tumor-SM-9J46C          	9	131302619	131347124	32	1.407536
AC-V14-Tumor-SM-9J46C          	9	131348246	131367758	23	0.000000
