name	cov_gidx	longname	chr	start	end	len	gc	AC-DFCI_AC_PD1-1-Tumor-SM-9LRI9	AC-P02-Tumor-SM-63B4K	AC-P04-Tumor-SM-63B4O	AC-P04-Tumor-SM-63B4Q	AC-P05-Tumor-SM-63B4R	AC-P06-Tumor-SM-63B4T	AC-P07-Tumor-SM-63B4V	AC-P08-Tumor-SM-63B4X	AC-P09-Tumor-SM-63B4Z	AC-P09-Tumor-SM-63B52	AC-P10-Tumor-SM-63B53	AC-P10-Tumor-SM-63B55	AC-P11-Tumor-SM-63B56	AC-P12-Tumor-SM-63B58	AC-P12-Tumor-SM-63B59	AC-P14-Tumor-SM-63B5C	AC-P15-Tumor-SM-63B5D	AC-P15-Tumor-SM-63B5F	
PAEP	11413	progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial alpha-2-globulin, alpha uterine protein)	9	138453604	138458622	543	5.137650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAF1	11414	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)	19	39876272	39881679	1596	5.114350e-01	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PAFAH1B1	11415	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	17	2496923	2588908	1233	4.439000e-01	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
PAFAH1B2	11416	platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa	11	117015000	117047590	894	4.649600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAFAH1B3	11417	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa	19	42801185	42806952	696	5.465300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAFAH2	11418	platelet-activating factor acetylhydrolase 2, 40kDa	1	26286260	26324648	1179	4.715000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAG1	11419	phosphoprotein associated with glycosphingolipid microdomains 1	8	81880048	82024303	1299	4.076800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAGE1	11420	P antigen family, member 1 (prostate associated)	23	49452056	49460596	441	4.223850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAGE2	11421	P antigen family, member 2 (prostate associated)	23	55115497	55119260	336	3.964600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAGE2B	11422	P antigen family, member 2B	23	55101504	55105334	336	3.964600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAGE4	11423	P antigen family, member 4 (prostate associated)	23	49593906	49598570	309	4.114050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAGE5	11424	P antigen family, member 5 (prostate associated)	23	55246791	55250540	393	3.927900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAH	11425	phenylalanine hydroxylase	12	103232104	103311381	1359	4.100200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAICS	11426	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	4	57301915	57327534	1299	3.955950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAIP1	11427	poly(A) binding protein interacting protein 1	5	43526372	43557521	1440	3.937000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAIP2	11428	poly(A) binding protein interacting protein 2	5	138677519	138705408	384	4.684800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAIP2B	11429	poly(A) binding protein interacting protein 2B	2	71409868	71454233	372	4.177600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAK1	11430	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	11	77033061	77185108	1687	3.953500e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAK1IP1	11431	PAK1 interacting protein 1	6	10695188	10709968	1179	4.332300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAK2	11432	p21 (CDKN1A)-activated kinase 2	3	196466728	196559516	1575	4.162200e-01	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PAK3	11433	p21 (CDKN1A)-activated kinase 3	23	110187513	110464173	1743	3.994400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAK4	11434	p21(CDKN1A)-activated kinase 4	19	39616420	39670046	1776	5.133550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAK6	11435	p21(CDKN1A)-activated kinase 6	15	40509629	40569687	2046	4.890750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAK7	11436	p21(CDKN1A)-activated kinase 7	20	9518037	9819687	2160	3.832100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PALB2	11437	partner and localizer of BRCA2	16	23614483	23652678	3561	4.606950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PALLD	11438	palladin, cytoskeletal associated protein	4	169418217	169849607	4048	4.018100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PALM	11439	paralemmin	19	708953	748330	1164	5.844050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PALM2	11440	paralemmin 2	9	112403068	112713755	1242	4.253700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PALM2-AKAP2	11441	PALM2-AKAP2	9	112542577	112934789	4208	4.285950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PALMD	11442	palmdelphin	1	100111431	100160096	1656	3.830750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAM	11443	peptidylglycine alpha-amidating monooxygenase	5	102201527	102366806	2925	3.507100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAMR1	11444	peptidase domain containing associated with muscle regeneration 1	11	35453378	35547176	2214	4.209200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAN2	11445	PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae)	12	56710007	56727837	3609	4.706050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAN3	11446	PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae)	13	28712643	28869475	2664	3.603100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANK1	11447	pantothenate kinase 1	10	91342749	91405215	1825	4.042700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANK2	11448	pantothenate kinase 2 (Hallervorden-Spatz syndrome)	20	3869486	3904501	1713	4.396800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANK3	11449	pantothenate kinase 3	5	167982630	168006588	1113	4.223900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANK4	11450	pantothenate kinase 4	1	2439975	2458035	2322	6.141550e-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANX1	11451	pannexin 1	11	93862094	93915135	1281	4.274200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANX2	11452	pannexin 2	22	50609160	50618723	2034	5.835800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANX3	11453	pannexin 3	11	124481453	124490249	1179	3.977600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAOX	11454	polyamine oxidase (exo-N4-amino)	10	135192741	135205197	1619	5.347500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPD4	11455	PAP associated domain containing 4	5	78908243	78982471	1455	3.902650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPD5	11456	PAP associated domain containing 5	16	50186829	50269217	2097	4.329800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPD7	11457	PAP associated domain containing 7	5	6714718	6757161	1629	4.535600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPL	11458		19	39574945	39602126	1317	5.025300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPLN	11459	papilin, proteoglycan-like sulfated glycoprotein	14	73704205	73741345	3756	4.415950e-01	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PAPOLA	11460	poly(A) polymerase alpha	14	96968720	97033446	2238	3.859500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPOLB	11461	poly(A) polymerase beta (testis specific)	7	4897371	4901625	1914	5.091700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPOLG	11462	poly(A) polymerase gamma	2	60983383	61026096	2211	4.295400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPPA	11463	pregnancy-associated plasma protein A, pappalysin 1	9	118916071	119164599	4884	4.214950e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAPPA2	11464	pappalysin 2	1	176432307	176811968	5429	3.995850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PAPSS1	11465	3'-phosphoadenosine 5'-phosphosulfate synthase 1	4	108534823	108641419	1875	3.936500e-01	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
PAPSS2	11466	3'-phosphoadenosine 5'-phosphosulfate synthase 2	10	89419476	89507460	1860	3.838600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAQR3	11467	progestin and adipoQ receptor family member III	4	79839094	79860582	936	3.611700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAQR4	11468	progestin and adipoQ receptor family member IV	16	3019342	3023483	822	5.632350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAQR5	11469	progestin and adipoQ receptor family member V	15	69591294	69699976	993	4.557100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAQR6	11470	progestin and adipoQ receptor family member VI	1	156213207	156217843	1374	4.860500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAQR7	11471	progestin and adipoQ receptor family member VII	1	26187976	26197744	1041	5.022700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAQR8	11472	progestin and adipoQ receptor family member VIII	6	52226926	52272574	1065	4.123450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAQR9	11473	progestin and adipoQ receptor family member IX	3	142680076	142682178	1134	4.056450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARD3	11474	par-3 partitioning defective 3 homolog (C. elegans)	10	34398488	35104253	4102	4.069800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARD3B	11475	par-3 partitioning defective 3 homolog B (C. elegans)	2	205410516	206480537	3618	3.699400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARD6A	11476	par-6 partitioning defective 6 homolog alpha (C. elegans)	16	67694851	67696680	1041	5.002900e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARD6B	11477	par-6 partitioning defective 6 homolog beta (C. elegans)	20	49348081	49370277	1119	4.771650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARD6G	11478	par-6 partitioning defective 6 homolog gamma (C. elegans)	18	77915119	78005397	1131	4.581276e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARG	11479	poly (ADP-ribose) glycohydrolase	10	51026327	51371331	4923	3.869200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARK2	11480	Parkinson disease (autosomal recessive, juvenile) 2, parkin	6	161768591	163148834	1398	4.005050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARK7	11481	Parkinson disease (autosomal recessive, early onset) 7	1	8021714	8045341	570	4.435350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARL	11482	presenilin associated, rhomboid-like	3	183547174	183602693	1140	4.514100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARM1	11483	prostate androgen-regulated mucin-like protein 1	4	75858298	75975323	933	4.026600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARN	11484	poly(A)-specific ribonuclease (deadenylation nuclease)	16	14529559	14724124	1920	4.242200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP1	11485	poly (ADP-ribose) polymerase family, member 1	1	226548393	226595801	3045	4.467550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP10	11486	poly (ADP-ribose) polymerase family, member 10	8	145051321	145060635	3078	5.866900e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP11	11487	poly (ADP-ribose) polymerase family, member 11	12	3918027	3982608	1017	4.125750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP12	11488	poly (ADP-ribose) polymerase family, member 12	7	139723549	139763521	2106	4.403800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP14	11489	poly (ADP-ribose) polymerase family, member 14	3	122399672	122449686	5406	4.074300e-01	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP15	11490	poly (ADP-ribose) polymerase family, member 15	3	122296449	122355536	2106	4.160200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP16	11491	poly (ADP-ribose) polymerase family, member 16	15	65550438	65579018	972	4.746800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP2	11492	poly (ADP-ribose) polymerase family, member 2	14	20811773	20826062	1752	4.408250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP3	11493	poly (ADP-ribose) polymerase family, member 3	3	51976361	51982881	1623	4.828500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP4	11494	poly (ADP-ribose) polymerase family, member 4	13	24995075	25086948	5175	4.260800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP6	11495	poly (ADP-ribose) polymerase family, member 6	15	72533523	72563628	1893	4.694650e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARP8	11496	poly (ADP-ribose) polymerase family, member 8	5	49961733	50142355	2565	3.606150e-01	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PARP9	11497	poly (ADP-ribose) polymerase family, member 9	3	122246762	122283523	2618	4.020850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARS2	11498	prolyl-tRNA synthetase 2, mitochondrial (putative)	1	55222573	55230226	1428	4.806150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARVA	11499	parvin, alpha	11	12399146	12551410	1119	4.324700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARVB	11500	parvin, beta	22	44395173	44565101	1306	4.987600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PARVG	11501	parvin, gamma	22	44568836	44603034	996	4.913700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PASD1	11502	PAS domain containing 1	23	150732007	150845209	2322	3.946900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PASK	11503	PAS domain containing serine/threonine kinase	2	242045515	242088878	3972	5.103000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PATE1	11504	prostate and testis expressed 1	11	125616188	125619742	381	4.053950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PATE2	11505	prostate and testis expressed 2	11	125646030	125648714	342	4.053950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PATL1	11506	protein associated with topoisomerase II homolog 1 (yeast)	11	59404194	59436511	2313	4.183750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PATZ1	11507	POZ (BTB) and AT hook containing zinc finger 1	22	31721791	31742249	2343	4.677250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAWR	11508	PRKC, apoptosis, WT1, regulator	12	79985747	80084790	1023	3.781200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX1	11509	paired box 1	20	21686297	21696620	1605	4.255450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX2	11510	paired box 2	10	102505468	102589697	1401	5.011400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX3	11511	paired box 3	2	223064607	223163700	1643	3.884400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX4	11512	paired box 4	7	127250346	127255780	1032	4.320850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX5	11513	paired box 5	9	36838531	37034476	1176	4.886650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX6	11514	paired box 6	11	31806341	31839509	1311	4.273650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX7	11515	paired box 7	1	18957500	19075359	1679	5.240100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX8	11516	paired box 8	2	113973575	114036498	1353	5.014000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAX9	11517	paired box 9	14	37126773	37147009	1026	4.109600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAXIP1	11518	PAX interacting (with transcription-activation domain) protein 1	7	154735401	154794682	3210	4.541350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBK	11519	PDZ binding kinase	8	27667140	27695349	969	4.123200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBLD	11520	phenazine biosynthesis-like protein domain containing	10	70042417	70092684	956	4.211300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBOV1	11521	prostate and breast cancer overexpressed 1	6	138537129	138539627	408	4.116750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBRM1	11522	polybromo 1	3	52579368	52719866	4905	4.372300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBX1	11523	pre-B-cell leukemia homeobox 1	1	164528802	164821045	1293	4.138800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBX2	11524	pre-B-cell leukemia homeobox 2	6	32152510	32157963	1293	4.923000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBX3	11525	pre-B-cell leukemia homeobox 3	9	128509617	128729653	1305	3.793900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBX4	11526	pre-B-cell leukemia homeobox 4	19	19672524	19729439	1125	5.316400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBXIP1	11527	pre-B-cell leukemia homeobox interacting protein 1	1	154916561	154928567	2196	5.231150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PC	11528	pyruvate carboxylase	11	66615997	66725847	5445	4.901700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCBD1	11529	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha	10	72643267	72648541	315	4.701550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCBD2	11530	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	5	134240810	134298335	393	4.324350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCBP1	11531	poly(rC) binding protein 1	2	70314585	70316332	1071	4.534500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCBP2	11532	poly(rC) binding protein 2	12	53845886	53874945	1101	4.737100e-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCBP3	11533	poly(rC) binding protein 3	21	47269875	47362367	1116	5.207300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCBP4	11534	poly(rC) binding protein 4	3	51991472	52001482	1212	5.350800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCCA	11535	propionyl Coenzyme A carboxylase, alpha polypeptide	13	100741269	101182690	2187	3.871700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCCB	11536	propionyl Coenzyme A carboxylase, beta polypeptide	3	135969167	136049015	1680	4.241100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH1	11537	protocadherin 1	5	141232683	141257944	3798	4.968000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH10	11538	protocadherin 10	4	134070470	134112731	3183	3.428800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH11X	11539	protocadherin 11 X-linked	23	91034260	91878222	4158	3.563800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH11Y	11540	protocadherin 11 Y-linked	24	4868267	5610258	4073	3.542150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH12	11541	protocadherin 12	5	141324531	141338627	3555	4.553200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH15	11542	protocadherin 15	10	55562535	56561051	7503	3.465400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH17	11543	protocadherin 17	13	58205789	58303065	3480	3.335100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH18	11544	protocadherin 18	4	138440076	138453629	3408	3.655600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH19	11545	protocadherin 19	23	99546650	99665271	3447	3.906900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH20	11546	protocadherin 20	13	61983821	61989655	2856	3.521100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH7	11547	protocadherin 7	4	30722037	31148423	3849	3.527800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH8	11548	protocadherin 8	13	53418111	53422774	3213	4.462700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDH9	11549	protocadherin 9	13	66876967	67804468	3714	3.468950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA1	11550	protocadherin alpha 1	5	140165876	140391929	37305	3.989000e-01	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA10	11551	protocadherin alpha 10	5	140235634	140391929	15335	3.908900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PCDHA11	11552	protocadherin alpha 11	5	140247831	140391929	12802	3.908900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA12	11553	protocadherin alpha 12	5	140254931	140391929	10370	3.908900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA13	11554	protocadherin alpha 13	5	140261854	140391929	7993	3.908900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA2	11555	protocadherin alpha 2	5	140174444	140391929	34881	3.989000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA3	11556	protocadherin alpha 3	5	140180783	140391929	32406	3.989000e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA4	11557	protocadherin alpha 4	5	140186672	140391929	29933	3.989000e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA5	11558	protocadherin alpha 5	5	140201361	140391929	27538	3.908900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA6	11559	protocadherin alpha 6	5	140207650	140391929	25087	3.908900e-01	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
PCDHA7	11560	protocadherin alpha 7	5	140213969	140391929	22677	3.908900e-01	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PCDHA8	11561	protocadherin alpha 8	5	140220907	140391929	20309	3.908900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHA9	11562	protocadherin alpha 9	5	140227357	140391929	17864	3.908900e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHAC1	11563	protocadherin alpha subfamily C, 1	5	140306302	140391929	5569	3.884350e-01	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PCDHAC2	11564	protocadherin alpha subfamily C, 2	5	140345747	140391929	3112	3.884350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB1	11565	protocadherin beta 1	5	140430979	140433512	2457	3.874300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB10	11566	protocadherin beta 10	5	140571952	140575214	2403	4.018600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB11	11567	protocadherin beta 11	5	140579348	140582617	2394	4.018600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB12	11568	protocadherin beta 12	5	140588291	140591696	2388	4.018600e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB13	11569	protocadherin beta 13	5	140593509	140596993	2397	4.018600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB14	11570	protocadherin beta 14	5	140603078	140605858	2397	4.217300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB15	11571	protocadherin beta 15	5	140625147	140627799	2364	4.217300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB16	11572	protocadherin beta 16	5	140560980	140565795	2331	4.018600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB2	11573	protocadherin beta 2	5	140474237	140476962	2397	3.874300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB3	11574	protocadherin beta 3	5	140480234	140483405	2391	3.874300e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCDHB4	11575	protocadherin beta 4	5	140501581	140505201	2388	4.018600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
